id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
14985,194765,184138,2016-03-31 00:00:00,84,88,left,high,medium,82,87,78,77,83,86,84,74,75,84,86,86,89,83,70,79,83,76,62,78,69,35,88,74,71,23,22,11,14,8,14,13,14
15021,232118,717270,2016-01-21 00:00:00,61,75,right,medium,medium,36,76,61,55,63,65,52,41,39,65,58,56,58,56,74,55,68,55,52,58,31,17,53,48,72,14,22,16,15,8,14,9,10
15024,170609,8893,2016-01-07 00:00:00,61,61,right,medium,medium,36,34,45,72,39,50,24,42,69,73,52,55,56,55,86,56,65,74,66,35,52,72,37,49,47,51,62,45,16,8,16,10,11
15034,28057,26470,2012-02-22 00:00:00,68,68,left,medium,medium,47,37,69,64,38,55,57,64,68,64,37,39,42,68,53,59,52,53,78,33,73,75,43,57,65,68,67,61,8,10,13,9,8
15043,138949,11736,2015-10-16 00:00:00,73,73,right,medium,medium,47,38,78,71,35,61,21,35,16,66,49,33,55,71,56,54,72,65,76,42,72,70,58,44,48,75,76,78,8,11,10,16,11
15059,53412,24740,2015-09-21 00:00:00,71,71,right,low,medium,43,35,73,53,42,51,44,42,59,46,66,67,62,64,60,55,81,56,73,43,63,75,25,52,51,76,75,75,7,11,12,7,14
15074,213954,441302,2016-02-11 00:00:00,64,78,right,medium,medium,11,17,14,27,16,20,17,15,22,19,30,41,31,60,51,23,60,25,68,14,33,16,13,41,23,18,16,19,69,56,64,64,67
15084,186504,16678,2016-05-12 00:00:00,70,70,right,medium,medium,70,72,56,69,63,74,70,59,63,75,75,73,77,66,77,72,53,71,69,69,51,47,64,69,52,39,49,47,7,15,14,9,6
15111,212987,115253,2016-05-12 00:00:00,63,63,left,medium,medium,61,57,50,71,45,66,49,35,67,63,71,72,65,55,71,66,61,60,58,56,48,53,56,67,55,52,54,52,7,9,11,7,10
15127,123159,13349,2014-04-11 00:00:00,58,58,right,low,medium,45,49,62,52,41,50,46,41,57,54,48,55,61,49,50,47,60,55,82,50,69,62,38,49,43,51,52,50,8,12,10,13,15
15143,219561,186948,2016-03-10 00:00:00,64,68,left,high,low,57,68,35,57,50,68,57,49,51,68,74,74,62,61,59,64,49,71,63,66,51,41,53,53,56,19,29,26,13,7,14,7,6
15157,178086,40648,2015-11-26 00:00:00,77,77,left,medium,medium,12,11,23,34,15,12,11,12,43,15,55,55,55,60,51,25,71,35,77,12,41,20,11,35,25,11,14,18,76,81,77,78,80
15175,138497,150731,2016-03-24 00:00:00,76,76,right,medium,medium,39,27,78,65,23,38,28,24,62,54,32,42,34,66,34,57,54,65,92,25,83,83,41,50,26,80,79,62,13,8,11,15,10
15199,183450,102612,2014-04-18 00:00:00,72,72,right,medium,medium,60,60,53,79,51,64,65,68,77,72,65,66,65,70,80,84,56,73,75,70,84,64,56,79,85,54,70,60,15,11,13,10,8
15217,170514,41769,2015-09-25 00:00:00,71,71,right,high,high,64,20,55,64,42,53,59,24,57,58,74,75,70,68,80,66,65,80,80,58,74,71,58,31,36,73,78,77,15,14,12,8,8
15249,173155,39738,2016-04-07 00:00:00,66,66,left,medium,medium,68,50,61,69,65,60,65,67,62,67,78,88,80,66,76,76,66,89,75,71,70,62,60,63,55,60,61,61,13,12,10,7,8
15279,169426,35324,2016-03-24 00:00:00,75,75,right,high,medium,74,44,62,67,59,61,64,51,62,72,74,75,67,75,66,61,68,81,75,53,80,75,61,52,55,78,79,75,6,8,11,8,10
15300,45080,39485,2014-05-09 00:00:00,67,67,left,low,medium,61,22,68,58,29,48,51,38,55,54,52,58,48,62,70,53,67,65,74,44,67,69,48,37,48,67,70,66,15,10,8,6,13
15321,149247,24464,2012-02-22 00:00:00,63,63,right,medium,medium,67,57,53,67,56,58,57,56,58,63,53,53,63,65,60,70,62,68,70,48,66,58,63,70,55,58,62,62,5,8,10,13,8
15330,173221,11685,2016-05-05 00:00:00,81,81,right,high,medium,86,74,55,81,75,83,76,71,71,86,80,83,75,80,76,84,40,86,73,87,66,53,77,80,86,42,46,44,10,4,14,4,14
15373,15754,25837,2010-02-22 00:00:00,70,79,left,,_0,68,45,62,76,,67,,64,72,77,70,65,,60,,68,,67,69,67,63,71,69,,75,66,62,,5,20,72,20,20
15378,7631,32748,2016-05-05 00:00:00,79,79,right,medium,low,87,74,45,87,81,86,80,79,81,90,42,37,45,80,74,74,34,40,60,79,29,15,79,87,79,12,15,10,4,10,6,13,8
15415,4739,41881,2010-02-22 00:00:00,70,78,right,,_0,22,22,27,44,,21,,9,70,31,56,52,,55,,48,,55,60,22,68,50,50,,50,28,28,,68,69,70,75,70
15421,219864,358142,2015-10-16 00:00:00,67,77,right,medium,medium,54,37,42,80,42,61,64,42,67,73,63,63,72,62,78,65,59,51,45,68,50,53,61,73,44,45,55,54,9,10,14,13,7
15427,101689,34413,2013-03-22 00:00:00,69,69,left,medium,medium,72,55,47,75,71,72,85,79,74,74,51,54,73,70,77,71,65,52,64,70,54,55,68,76,69,29,55,52,10,5,15,9,7
15441,170720,66982,2013-04-05 00:00:00,66,66,left,high,medium,55,56,47,61,52,67,72,77,51,66,63,67,72,56,81,77,71,70,51,67,57,42,73,66,72,32,35,24,10,5,15,15,7
15449,216079,299374,2016-05-12 00:00:00,72,74,right,high,medium,71,65,40,68,54,76,70,34,56,76,93,91,89,63,93,62,55,79,33,68,38,22,60,65,56,24,21,24,7,9,5,6,6
15470,120274,27734,2016-05-05 00:00:00,77,77,right,medium,low,80,86,50,80,84,82,81,84,78,90,84,74,80,70,84,76,60,50,55,80,48,18,86,82,80,18,28,22,14,9,15,5,11
15515,134610,33644,2014-03-07 00:00:00,68,68,right,medium,medium,25,25,25,32,25,25,25,25,36,27,53,52,53,54,60,25,63,48,66,25,60,24,25,34,24,25,25,25,70,64,67,75,68
15525,201179,212772,2016-01-14 00:00:00,65,69,right,medium,medium,13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,12,19,11,70,62,51,59,74
15541,194916,164430,2014-09-18 00:00:00,63,63,right,medium,medium,25,25,25,25,25,25,25,25,25,25,36,31,42,51,31,25,68,33,59,25,28,25,25,25,25,25,25,25,61,68,61,67,62
15555,4498,37499,2011-02-22 00:00:00,67,75,right,,_0,62,40,42,76,36,66,58,48,72,72,72,63,74,65,61,68,60,68,55,58,70,65,60,68,48,55,71,71,8,15,8,5,9
15560,34824,41542,2016-04-28 00:00:00,72,72,right,high,low,65,73,71,70,68,72,71,75,56,76,76,74,72,68,72,72,78,68,69,73,60,26,80,68,74,20,30,24,5,10,9,15,7
15589,147651,40680,2010-02-22 00:00:00,70,75,right,,_0,56,48,67,73,,52,,63,54,67,75,68,,55,,72,,67,79,40,66,66,63,,72,75,76,,8,24,54,24,24
15593,177769,39389,2014-10-02 00:00:00,64,65,left,medium,medium,61,36,54,62,37,65,53,47,60,62,81,74,77,66,70,62,83,71,75,31,87,63,56,54,54,63,61,62,13,11,11,15,5
15606,146568,37433,2013-04-26 00:00:00,64,64,right,high,medium,59,60,55,67,64,71,71,56,56,71,61,60,61,62,71,58,44,29,49,60,44,31,70,50,68,43,27,27,15,12,12,8,13
15616,111105,33832,2015-02-20 00:00:00,69,69,right,medium,medium,58,63,45,76,46,61,62,56,72,72,56,66,65,67,67,63,58,76,65,65,66,57,70,75,74,42,55,47,14,11,8,8,7
15638,137484,24409,2011-02-22 00:00:00,67,81,left,None,o,70,60,45,62,56,68,55,62,45,66,82,84,68,67,64,85,50,61,65,77,60,40,65,62,63,29,38,46,15,10,9,7,13
15646,112640,32656,2013-11-29 00:00:00,67,67,left,medium,medium,75,44,59,64,32,60,68,75,71,66,61,62,60,74,74,81,65,51,62,60,71,76,58,60,59,66,67,65,11,6,13,15,14
15661,199157,202553,2016-03-17 00:00:00,73,77,left,high,medium,70,59,59,72,56,68,58,45,63,75,76,77,68,67,70,78,81,84,73,55,82,68,61,50,43,67,71,80,6,12,5,15,8
15684,221501,517294,2015-10-16 00:00:00,63,73,right,medium,medium,72,29,61,58,29,55,32,29,59,59,65,66,58,54,74,29,63,71,56,30,74,62,36,49,37,66,65,60,9,12,9,13,16
15689,194216,182839,2016-02-11 00:00:00,68,70,left,high,medium,65,27,60,64,63,61,63,44,60,64,75,74,63,68,73,64,62,81,62,59,71,64,49,36,67,64,67,67,12,14,6,7,12
15714,226518,298941,2016-02-18 00:00:00,68,76,left,medium,medium,58,34,70,65,37,46,36,41,63,61,44,48,46,66,44,57,69,69,76,42,68,67,42,54,43,68,70,66,11,8,8,11,10
15719,140293,35644,2016-04-07 00:00:00,78,78,right,medium,medium,10,17,13,35,15,15,17,13,35,21,44,43,50,70,50,23,62,33,55,15,32,17,10,43,21,18,12,12,81,79,66,76,82
15740,156988,39367,2016-06-23 00:00:00,72,72,right,high,high,70,64,67,76,72,73,64,60,75,75,74,69,75,65,82,80,74,72,69,76,68,67,64,74,74,63,69,71,5,15,14,6,7
15770,146571,354519,2015-01-16 00:00:00,61,61,right,medium,medium,25,25,25,25,25,25,25,25,27,29,35,42,59,64,62,25,56,28,78,25,43,25,25,25,32,25,25,25,60,59,56,61,62
15780,149309,27560,2015-12-03 00:00:00,69,69,right,medium,medium,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,21,68,36,65,12,22,9,7,43,25,11,10,12,68,66,46,72,75
15801,205452,276738,2016-06-09 00:00:00,76,82,right,medium,medium,60,27,76,70,34,59,34,56,65,65,76,78,63,72,50,70,72,65,81,40,86,69,33,57,40,77,79,74,14,15,10,12,8
15830,181816,79737,2016-05-05 00:00:00,77,77,right,high,medium,79,36,62,73,49,65,68,38,70,69,76,79,68,81,77,63,78,82,69,58,81,80,66,59,42,78,76,77,6,6,15,8,7
15859,219932,474448,2016-03-31 00:00:00,75,86,right,high,medium,67,80,70,68,56,76,55,64,56,81,77,78,81,71,77,75,75,76,76,65,32,21,76,72,72,21,20,15,8,14,9,14,13
15875,210508,255251,2014-05-02 00:00:00,54,67,right,medium,medium,25,25,25,24,25,25,25,25,23,25,40,42,35,52,61,21,56,23,46,25,23,25,25,25,26,25,25,25,56,54,41,52,58
15881,156008,37793,2015-10-16 00:00:00,66,66,right,medium,medium,54,45,50,76,44,53,60,61,72,64,49,33,52,59,75,70,49,70,72,58,68,62,58,67,50,57,67,62,7,7,6,11,12
15902,167905,35327,2016-05-05 00:00:00,75,75,right,high,high,82,58,60,75,69,82,69,66,69,79,79,83,79,79,79,82,64,82,75,59,80,70,72,70,55,65,69,67,16,11,10,7,7
15933,226278,361760,2016-03-10 00:00:00,69,76,right,medium,medium,65,65,48,67,54,76,60,42,59,73,78,83,62,56,62,69,50,60,63,55,39,25,64,64,63,23,31,34,16,15,14,8,10
15942,188487,74291,2016-05-12 00:00:00,65,65,left,medium,medium,68,44,40,64,64,68,71,61,62,72,77,81,80,69,64,65,90,83,79,65,59,54,63,65,56,46,52,55,6,9,7,11,14
15969,220785,496045,2016-05-05 00:00:00,67,72,right,medium,low,43,65,69,56,64,67,46,33,42,70,67,68,57,67,54,66,64,55,76,68,52,19,68,37,65,21,31,20,16,7,12,7,10
15987,229590,132111,2016-01-21 00:00:00,58,60,left,medium,medium,50,25,40,27,22,60,30,60,27,48,71,65,56,55,63,50,70,70,59,30,50,52,38,50,42,62,69,70,12,6,8,12,8
15990,181498,93346,2012-02-22 00:00:00,63,63,right,medium,medium,58,41,55,61,48,58,56,45,56,60,62,65,67,60,84,53,81,71,31,49,71,53,28,52,39,65,66,68,15,7,15,15,8
15999,150881,31810,2008-08-30 00:00:00,60,73,right,,_0,59,54,54,66,,47,,41,59,65,62,63,,66,,58,,71,62,43,53,63,62,,58,66,67,,9,25,59,25,25
16001,178424,45244,2015-04-10 00:00:00,76,78,left,high,medium,81,55,56,72,68,73,81,79,75,76,81,84,79,74,77,86,64,86,69,83,74,79,69,65,60,70,76,78,9,6,9,8,13
16028,216433,562267,2016-02-18 00:00:00,76,84,right,medium,low,80,72,75,66,72,82,74,69,54,77,78,83,73,74,52,84,57,74,79,80,55,28,78,67,63,20,28,15,13,9,7,14,11
16040,202517,186975,2016-03-24 00:00:00,70,75,right,high,low,36,72,74,65,65,60,63,63,54,68,63,68,59,68,49,75,72,70,79,70,66,29,71,61,63,31,33,32,10,14,7,7,8
16058,177565,38230,2011-02-22 00:00:00,76,80,right,stoc,tocky,20,14,13,22,12,13,24,14,18,20,41,48,50,75,49,10,78,50,53,12,43,27,11,37,21,10,10,10,81,69,71,74,80
16066,169649,70255,2016-03-10 00:00:00,70,70,right,medium,high,48,45,75,60,38,53,52,31,42,50,49,52,56,54,53,60,68,60,80,36,78,70,33,50,50,69,72,72,13,16,10,12,12
16096,200106,209362,2016-04-28 00:00:00,75,77,left,high,low,76,74,41,74,73,77,79,81,70,77,80,77,82,71,79,85,73,65,57,84,35,43,67,70,74,22,28,23,10,12,14,7,11
16119,221919,520659,2016-04-07 00:00:00,69,77,right,high,medium,60,66,50,61,57,80,66,67,53,72,89,85,87,58,89,71,41,70,54,59,61,38,57,60,50,35,33,24,10,8,10,7,14
16148,192823,182776,2016-05-05 00:00:00,70,70,left,high,medium,74,44,52,70,34,66,67,63,68,68,86,76,78,68,84,70,70,68,58,64,72,72,60,50,50,62,70,70,12,9,14,8,14
16174,183933,37188,2015-09-21 00:00:00,67,67,left,medium,medium,70,53,65,62,47,60,73,61,50,63,66,68,62,65,67,67,74,73,68,66,74,65,54,52,48,70,67,65,11,6,8,7,6
16185,143745,39792,2016-03-10 00:00:00,83,83,right,high,high,82,72,70,85,80,87,81,64,82,90,79,70,86,81,79,74,79,75,69,77,80,59,82,86,73,56,63,68,11,7,11,12,11
16219,4114,30880,2012-02-22 00:00:00,63,63,right,low,high,48,46,66,61,61,48,43,51,70,53,63,53,61,44,74,60,59,51,66,56,88,78,53,63,53,47,64,65,14,9,13,9,8
16228,180714,40451,2016-03-31 00:00:00,78,78,right,medium,medium,13,11,13,39,13,16,19,12,33,21,58,59,62,78,31,22,63,32,62,16,35,15,13,47,12,14,16,18,82,72,71,78,83
16249,187818,112656,2016-03-24 00:00:00,68,71,right,medium,medium,59,52,52,70,59,64,58,59,65,66,64,64,68,73,73,78,80,71,64,71,81,71,56,73,47,59,67,66,15,12,12,15,12
16273,146955,38362,2014-03-07 00:00:00,75,75,right,high,medium,75,55,35,86,61,73,84,77,79,80,65,62,71,66,77,64,44,48,39,60,75,45,76,86,70,50,52,52,7,7,11,12,14
16287,189451,149584,2016-03-24 00:00:00,70,70,left,high,high,48,72,73,68,65,65,67,56,42,68,50,50,52,68,32,77,65,62,92,69,81,39,70,60,73,35,36,32,9,8,7,12,12
16318,162245,38263,2014-09-12 00:00:00,70,70,right,medium,low,56,69,78,60,65,63,65,60,53,66,65,75,61,66,61,81,75,53,86,63,75,31,68,47,71,26,37,21,5,10,11,6,8
16344,226239,604374,2015-09-21 00:00:00,59,65,left,None,5,34,66,64,54,42,61,47,40,38,52,64,60,56,57,61,61,71,50,64,54,32,20,53,55,75,23,22,20,15,8,8,10,8
16348,212677,421441,2016-05-05 00:00:00,60,65,left,high,low,67,56,28,64,53,64,60,57,63,65,75,73,69,49,76,59,70,41,33,52,36,60,60,43,58,63,63,63,10,14,10,11,10
16361,106231,33028,2016-03-03 00:00:00,82,82,right,high,medium,55,86,95,69,82,73,62,55,47,78,72,74,54,85,58,81,93,72,82,77,83,24,87,74,76,47,45,50,14,10,9,15,9
16386,226221,607148,2016-04-14 00:00:00,72,80,right,None,0,69,26,75,66,30,45,46,41,39,70,68,74,65,71,63,40,70,70,65,36,60,73,36,32,43,74,72,74,7,10,12,15,8
16404,146104,75331,2014-11-14 00:00:00,71,71,right,medium,medium,50,47,60,74,34,52,58,56,71,68,43,34,46,72,61,68,35,68,78,61,75,75,38,70,49,62,72,59,13,8,10,6,10
16423,49419,37496,2013-05-17 00:00:00,69,69,right,high,low,55,72,78,63,58,66,55,43,42,65,44,48,47,67,35,80,45,39,91,65,67,22,74,64,71,17,21,12,7,7,13,8,15
16436,178140,45485,2015-09-21 00:00:00,67,67,left,medium,medium,50,34,70,57,25,31,42,45,53,55,52,55,56,64,64,37,81,68,76,27,69,72,41,45,47,65,65,63,11,15,16,7,9
16451,183938,110112,2014-03-28 00:00:00,63,65,right,medium,medium,25,25,25,25,25,25,25,25,25,25,31,54,43,59,45,26,57,41,60,25,25,25,25,25,25,25,25,25,62,65,63,64,60
16461,9014,30834,2016-01-28 00:00:00,89,89,left,high,low,80,85,51,85,86,93,86,83,73,90,90,90,91,91,91,86,61,73,65,90,47,39,88,84,80,29,26,26,10,8,11,5,15
16486,19687,39070,2016-04-14 00:00:00,69,69,right,low,high,60,40,69,60,54,61,52,65,71,63,31,32,61,61,56,57,55,34,84,61,69,73,23,53,48,69,64,75,10,6,13,11,11
16510,148496,13472,2015-11-12 00:00:00,65,65,right,medium,medium,16,12,16,23,15,13,13,12,22,13,25,23,21,57,43,19,35,28,44,14,39,22,13,43,18,19,24,22,65,64,62,68,66
16518,205175,277460,2016-04-21 00:00:00,77,84,left,medium,medium,58,84,73,62,75,71,71,74,62,71,73,75,69,74,63,83,62,77,74,77,67,36,75,60,79,29,34,32,9,16,16,15,6
16539,200087,196185,2015-09-21 00:00:00,65,65,right,medium,medium,50,68,67,53,71,65,52,37,47,64,83,78,73,51,80,62,80,70,65,53,71,31,70,51,69,24,39,30,6,16,15,8,9
16560,201172,197560,2016-06-02 00:00:00,63,65,right,medium,medium,44,60,62,62,50,64,46,42,59,63,71,73,71,70,66,64,72,65,72,53,50,43,57,52,55,15,29,13,14,15,15,8,10
16577,203458,263796,2016-05-05 00:00:00,68,76,right,medium,medium,50,21,68,58,40,42,43,41,57,59,67,77,63,61,52,52,78,65,82,34,64,64,31,46,45,69,68,65,11,10,8,11,12
16601,169464,63520,2015-11-06 00:00:00,72,73,left,medium,medium,76,40,69,74,52,72,69,40,68,73,86,85,75,66,58,66,73,75,72,50,66,62,64,50,49,66,71,70,10,9,6,8,10
16623,216145,301023,2016-04-28 00:00:00,74,78,right,medium,medium,35,19,71,60,20,53,26,26,55,65,68,69,61,72,60,50,72,68,69,44,75,78,16,33,37,79,79,76,12,6,10,11,12
16635,216479,254704,2016-06-02 00:00:00,64,68,right,medium,medium,34,68,58,48,45,59,54,31,33,60,74,78,60,61,57,68,71,59,67,64,58,39,66,46,63,20,37,24,9,15,9,11,7
16647,192714,174855,2015-03-13 00:00:00,63,65,right,medium,medium,60,46,47,54,34,64,52,42,53,66,78,77,79,63,74,54,71,69,53,47,53,32,65,51,58,22,23,22,7,5,6,7,5
16659,215447,448851,2016-05-26 00:00:00,52,57,left,medium,medium,23,27,61,31,27,24,28,32,30,30,53,68,38,50,64,38,77,54,31,22,47,51,22,31,35,46,66,61,11,10,12,13,7
16671,194108,107502,2016-05-19 00:00:00,70,72,right,medium,medium,66,40,61,75,65,69,70,65,73,76,69,67,71,69,75,70,63,70,75,73,48,59,54,69,61,57,65,67,12,15,8,15,10
16695,207758,314966,2016-05-12 00:00:00,62,66,left,medium,medium,61,60,55,60,61,63,64,44,58,62,80,71,76,58,68,64,72,73,58,61,58,38,48,62,59,33,39,34,10,8,8,10,9
16702,19260,27110,2014-03-14 00:00:00,60,60,left,low,high,52,27,57,61,33,39,27,49,56,60,46,38,53,53,71,56,46,50,56,39,67,75,43,61,43,54,61,58,9,8,9,11,14
16722,138415,38625,2014-02-21 00:00:00,64,64,left,medium,medium,56,32,61,60,22,54,54,34,54,65,70,68,57,56,56,56,58,80,71,46,61,67,57,54,23,68,65,57,11,15,6,9,7
16738,203214,239351,2012-02-22 00:00:00,61,72,right,medium,medium,52,48,62,56,42,45,54,44,54,57,66,68,67,63,65,63,86,58,71,52,64,62,46,43,45,59,63,62,9,9,9,7,8
16741,5047,46540,2013-05-10 00:00:00,67,67,left,medium,medium,71,51,64,74,21,49,25,30,70,67,53,54,42,61,83,67,62,53,41,54,74,68,32,51,60,72,71,66,11,9,10,11,15
16752,137324,46246,2013-02-15 00:00:00,65,65,right,medium,medium,44,49,68,50,38,34,35,48,45,54,32,33,31,65,60,46,83,31,73,44,73,54,37,45,54,63,67,61,13,12,9,8,10
16762,193470,179411,2016-03-24 00:00:00,65,71,left,medium,medium,66,44,59,67,39,55,60,46,63,71,68,68,63,63,63,53,57,72,66,41,57,63,49,67,49,64,64,58,15,10,8,13,11
16768,178233,37104,2016-05-12 00:00:00,66,67,right,medium,medium,52,56,47,72,55,66,57,53,71,66,71,68,75,67,70,65,65,74,73,62,53,57,63,58,51,66,65,64,16,13,7,8,12
16794,12695,30819,2013-05-31 00:00:00,74,74,right,medium,medium,44,33,81,66,29,52,30,45,63,58,63,68,52,70,60,71,71,52,76,47,73,61,34,51,62,75,76,74,14,7,11,5,9
16806,201456,256197,2014-03-07 00:00:00,61,71,right,high,medium,57,61,60,54,53,57,58,38,49,59,66,70,58,60,57,60,65,66,74,56,62,27,63,52,53,25,25,25,14,14,14,7,15
16815,51075,26630,2013-02-15 00:00:00,67,67,right,medium,medium,70,62,54,73,57,64,68,68,66,72,50,48,51,63,60,71,55,59,73,70,61,62,68,74,70,55,59,58,14,13,13,15,8
16822,6251,40281,2011-02-22 00:00:00,68,74,right,,_0,21,10,14,35,13,21,15,13,27,19,62,51,43,78,74,35,67,48,81,15,67,22,13,47,16,11,11,13,65,62,60,71,71
16828,224163,560413,2016-04-14 00:00:00,58,70,right,medium,medium,62,28,62,65,38,55,32,38,61,58,67,69,72,56,71,44,55,59,56,39,44,58,57,49,43,53,61,55,9,15,14,12,6
16837,184935,103964,2016-03-17 00:00:00,70,71,left,high,medium,69,18,52,69,17,67,45,53,58,72,75,73,69,67,84,16,65,72,62,22,72,68,58,49,51,73,68,73,16,6,16,9,13
16856,5721,34400,2011-02-22 00:00:00,72,75,right,,_0,64,72,65,75,62,65,72,77,70,72,55,59,64,74,73,72,67,67,65,80,53,41,78,77,60,20,17,21,7,10,11,7,6
16861,137510,26458,2016-02-18 00:00:00,72,72,left,low,medium,45,32,70,70,35,43,33,55,71,68,55,54,58,71,66,63,81,71,73,48,68,72,33,35,59,74,75,73,6,12,6,9,6
16885,153298,26324,2016-04-07 00:00:00,72,72,right,high,high,68,58,67,81,62,68,76,73,72,76,69,72,71,74,73,75,68,73,66,66,71,67,61,70,63,67,66,61,7,8,6,12,6
16914,230560,522765,2016-04-28 00:00:00,70,75,right,high,medium,60,68,67,64,55,75,39,38,42,73,85,91,78,74,67,76,72,77,75,62,68,13,65,61,59,19,13,14,5,7,14,5,9
16921,192118,178481,2014-11-14 00:00:00,64,71,right,medium,medium,53,54,64,65,62,63,56,65,66,65,61,64,64,65,62,75,62,73,69,67,58,66,54,64,47,54,59,51,5,13,11,9,5
16937,189721,110137,2016-05-19 00:00:00,65,66,right,medium,medium,57,63,58,68,63,62,64,67,66,67,66,70,67,66,72,76,72,84,73,65,70,54,63,63,59,52,53,49,16,14,7,6,15
16970,189167,110169,2015-10-02 00:00:00,68,69,right,medium,high,64,57,68,70,61,66,56,59,66,71,65,69,76,68,74,70,70,76,75,66,83,68,62,64,52,58,68,68,11,6,16,10,9
16994,203793,172388,2016-04-07 00:00:00,74,78,right,high,medium,51,82,70,68,68,72,59,46,71,73,77,78,71,73,69,75,67,70,59,71,50,27,73,67,78,18,25,21,15,15,10,13,7
17013,168539,112979,2009-08-30 00:00:00,56,63,left,,_0,50,35,59,58,,51,,45,47,60,64,61,,62,,62,,55,51,48,55,54,51,,51,60,56,,6,22,47,22,22
17017,122849,30922,2016-01-28 00:00:00,77,77,right,medium,medium,61,76,73,67,71,78,57,56,49,76,76,83,75,75,61,84,78,73,84,70,47,28,77,66,67,22,43,26,10,6,7,12,7
17043,204252,287334,2013-07-05 00:00:00,64,74,right,medium,medium,54,57,38,60,59,70,68,46,49,66,83,83,70,62,55,73,65,57,70,56,47,24,65,47,42,19,28,34,10,9,9,10,7
17053,213746,242904,2015-05-22 00:00:00,69,71,right,high,medium,74,65,55,70,57,69,71,52,67,68,74,75,67,67,68,67,51,64,61,62,50,30,67,67,59,36,41,31,8,7,6,11,11
17063,188058,107717,2016-06-16 00:00:00,73,74,right,high,high,36,74,74,68,67,64,58,46,59,68,69,75,66,77,67,72,70,65,72,69,59,54,80,58,55,28,32,34,10,15,8,13,6
17066,232550,206669,2016-04-21 00:00:00,58,58,right,medium,medium,41,23,52,42,25,33,25,26,44,40,62,57,48,51,49,39,69,63,72,24,51,58,26,27,35,60,63,64,11,7,15,7,8
17070,227863,540230,2015-12-03 00:00:00,57,68,right,medium,medium,50,36,49,67,47,65,53,42,60,63,65,68,56,44,72,54,53,41,47,30,45,31,50,54,49,41,45,54,11,11,12,6,7
17076,49116,38842,2016-01-14 00:00:00,77,77,left,high,medium,75,43,57,77,63,78,74,62,72,77,76,91,83,76,88,80,76,73,67,65,77,73,63,67,52,77,80,79,15,11,16,10,11
17102,212491,418137,2016-04-21 00:00:00,74,84,left,high,medium,75,69,60,71,61,78,69,48,68,76,85,83,77,75,74,77,69,75,76,71,65,68,70,67,49,73,75,73,8,7,10,7,7
17121,192038,173983,2016-03-24 00:00:00,63,63,left,high,medium,72,56,55,64,49,60,72,61,63,61,67,68,67,62,68,75,51,62,66,73,60,59,62,57,54,58,62,64,9,13,7,6,13
17130,171322,33000,2014-09-18 00:00:00,65,65,left,medium,low,42,69,70,51,64,58,57,63,21,64,34,38,54,64,35,77,41,43,88,55,67,23,68,57,63,25,23,24,15,6,9,12,13
17137,171189,74989,2015-11-26 00:00:00,72,72,right,high,medium,45,43,75,73,47,45,44,41,70,54,34,54,57,65,56,38,76,76,78,37,71,68,42,39,36,74,78,69,6,14,6,9,11
17157,206279,107792,2013-09-20 00:00:00,60,64,right,medium,high,64,31,42,59,40,54,32,42,70,58,58,62,70,63,61,48,59,61,57,42,72,55,44,54,46,50,63,62,14,10,14,15,7
17162,192302,79982,2016-01-14 00:00:00,72,72,right,high,medium,44,71,74,58,78,60,53,46,39,68,77,84,66,75,67,81,80,78,77,70,79,28,72,54,74,25,29,24,10,11,11,14,15
17188,105846,30974,2015-11-19 00:00:00,76,76,right,medium,medium,12,11,11,25,13,14,13,19,34,18,41,46,40,72,40,21,75,31,69,15,38,25,17,40,21,13,20,20,82,72,62,74,83
17210,190687,178702,2014-09-18 00:00:00,60,63,right,high,medium,62,48,60,64,48,58,43,43,54,63,49,50,70,59,65,45,64,57,77,49,56,56,49,45,52,62,61,62,8,9,7,15,10
17217,192587,168727,2016-05-12 00:00:00,74,76,right,high,medium,68,64,70,77,60,74,69,65,74,77,68,68,68,72,70,78,82,84,84,74,70,74,70,70,65,68,72,70,6,14,10,12,11
17239,177790,69611,2016-01-07 00:00:00,72,72,right,high,high,68,48,67,68,52,63,47,34,66,70,69,69,64,65,62,71,72,88,76,39,83,72,53,36,34,75,72,76,7,8,12,16,11
17264,183140,46365,2016-04-07 00:00:00,60,61,right,medium,medium,12,12,19,34,12,11,20,16,25,23,59,61,66,57,51,25,52,28,71,18,38,21,11,18,16,13,19,11,64,59,55,57,63
17285,192973,178424,2016-05-05 00:00:00,61,61,right,medium,medium,56,56,54,65,47,59,55,47,64,66,34,32,66,64,44,63,50,91,77,63,74,55,42,58,55,45,49,47,7,8,10,15,10
17301,189447,69008,2016-06-16 00:00:00,73,75,right,medium,medium,55,72,79,71,66,69,43,51,36,71,63,77,66,75,59,74,81,65,75,62,71,32,77,65,71,35,32,24,14,10,9,12,11
